batch_id,line_id,timestamp,shift,product_type,material_batch,operator_team,planned_units,actual_units,good_units,avg_temperature,avg_vibration,avg_pressure,avg_cycle_time,avg_energy_consumption
B2026010220_L2,L2,2026-01-02 20:00:00,Evening,SUV Frame,MAT-0102-L2,Team D,227,221,215,75.47,2.505,96.92,58.13,169.55
B2026010300_L2,L2,2026-01-03 00:00:00,Night,Battery Module,MAT-0103-L2,Team C,235,228,222,78.18,2.56,99.19,57.67,168.88
B2026010304_L2,L2,2026-01-03 04:00:00,Night,Battery Module,MAT-0103-L2,Team D,208,209,200,79.11,2.612,100.81,57.91,169.44
B2026010308_L2,L2,2026-01-03 08:00:00,Day,Battery Module,MAT-0103-L2,Team A,192,191,183,76.86,2.391,99.45,57.84,169.56
B2026010312_L2,L2,2026-01-03 12:00:00,Day,Battery Module,MAT-0103-L2,Team B,185,182,177,75.05,2.452,97.67,57.95,168.48
B2026010316_L2,L2,2026-01-03 16:00:00,Evening,Battery Module,MAT-0103-L2,Team C,232,234,229,75.28,2.541,95.6,58.23,169.93
B2026010320_L2,L2,2026-01-03 20:00:00,Evening,Battery Module,MAT-0103-L2,Team D,188,187,181,75.28,2.469,96.42,58.25,169.46
B2026010400_L2,L2,2026-01-04 00:00:00,Night,Steering Column,MAT-0104-L2,Team C,218,210,201,78.06,2.542,98.92,58.15,170.07
B2026010404_L2,L2,2026-01-04 04:00:00,Night,Steering Column,MAT-0104-L2,Team D,234,233,225,79.06,2.601,100.25,58.55,171.33
B2026010408_L2,L2,2026-01-04 08:00:00,Day,Steering Column,MAT-0104-L2,Team A,230,231,217,77.07,2.461,99.71,57.81,169.32
B2026010412_L2,L2,2026-01-04 12:00:00,Day,Steering Column,MAT-0104-L2,Team B,213,211,205,75.37,2.417,97.19,58.38,169.03
B2026010416_L2,L2,2026-01-04 16:00:00,Evening,Steering Column,MAT-0104-L2,Team C,204,192,183,75.5,2.507,96.33,58.23,169.36
B2026010420_L2,L2,2026-01-04 20:00:00,Evening,Steering Column,MAT-0104-L2,Team D,234,227,215,76.25,2.511,96.82,57.73,170.2
B2026010500_L2,L2,2026-01-05 00:00:00,Night,SUV Frame,MAT-0105-L2,Team C,210,204,198,77.68,2.617,99.21,58.68,170.72
B2026010504_L2,L2,2026-01-05 04:00:00,Night,SUV Frame,MAT-0105-L2,Team D,217,211,205,78.88,2.643,100.19,58.13,170.42
B2026010508_L2,L2,2026-01-05 08:00:00,Day,SUV Frame,MAT-0105-L2,Team A,213,202,188,76.88,2.477,99.36,58.39,170.08
B2026010512_L2,L2,2026-01-05 12:00:00,Day,SUV Frame,MAT-0105-L2,Team B,206,203,195,75.22,2.485,96.91,58.66,169.49
B2026010516_L2,L2,2026-01-05 16:00:00,Evening,SUV Frame,MAT-0105-L2,Team C,198,185,181,75.51,2.617,95.27,57.76,169.72
B2026010520_L2,L2,2026-01-05 20:00:00,Evening,SUV Frame,MAT-0105-L2,Team D,227,220,213,76.06,2.561,96.27,58.55,170.23
B2026010600_L2,L2,2026-01-06 00:00:00,Night,Battery Module,MAT-0106-L2,Team C,222,219,212,78.51,2.638,98.42,57.98,170.58
B2026010604_L2,L2,2026-01-06 04:00:00,Night,Battery Module,MAT-0106-L2,Team D,211,202,197,79.13,2.582,99.99,58.25,169.79
B2026010608_L2,L2,2026-01-06 08:00:00,Day,Battery Module,MAT-0106-L2,Team A,203,190,185,76.8,2.487,99.78,57.33,169.52
B2026010612_L2,L2,2026-01-06 12:00:00,Day,Battery Module,MAT-0106-L2,Team B,218,205,204,75.32,2.452,97.13,58.27,169.38
B2026010616_L2,L2,2026-01-06 16:00:00,Evening,Battery Module,MAT-0106-L2,Team C,228,231,219,75.29,2.593,95.8,58.02,169.85
B2026010620_L2,L2,2026-01-06 20:00:00,Evening,Battery Module,MAT-0106-L2,Team D,237,234,223,75.68,2.584,96.47,57.67,168.76
B2026010700_L2,L2,2026-01-07 00:00:00,Night,Steering Column,MAT-0107-L2,Team C,190,178,176,78.47,2.663,99.23,58.47,170.66
B2026010704_L2,L2,2026-01-07 04:00:00,Night,Steering Column,MAT-0107-L2,Team D,198,194,188,79.14,2.636,100.26,58.62,171.63
B2026010708_L2,L2,2026-01-07 08:00:00,Day,Steering Column,MAT-0107-L2,Team A,194,187,182,77.22,2.52,99.15,58.13,169.55
B2026010712_L2,L2,2026-01-07 12:00:00,Day,Steering Column,MAT-0107-L2,Team B,224,220,210,75.25,2.5,97.32,58.42,168.78
B2026010716_L2,L2,2026-01-07 16:00:00,Evening,Steering Column,MAT-0107-L2,Team C,234,228,219,75.03,2.626,95.79,57.28,168.91
B2026010720_L2,L2,2026-01-07 20:00:00,Evening,Steering Column,MAT-0107-L2,Team D,183,178,171,75.8,2.574,96.04,57.94,168.8
B2026010800_L2,L2,2026-01-08 00:00:00,Night,SUV Frame,MAT-0108-L2,Team C,223,218,211,78.39,2.639,98.95,57.91,170.47
B2026010804_L2,L2,2026-01-08 04:00:00,Night,SUV Frame,MAT-0108-L2,Team D,229,219,207,79.08,2.639,99.96,58.12,170.36
B2026010808_L2,L2,2026-01-08 08:00:00,Day,SUV Frame,MAT-0108-L2,Team A,226,217,206,76.64,2.497,99.62,58.34,170.49
B2026010812_L2,L2,2026-01-08 12:00:00,Day,SUV Frame,MAT-0108-L2,Team B,184,180,176,75.51,2.508,96.85,58.79,170.24
B2026010816_L2,L2,2026-01-08 16:00:00,Evening,SUV Frame,MAT-0108-L2,Team C,207,200,194,75.09,2.549,95.69,57.8,169.0
B2026010820_L2,L2,2026-01-08 20:00:00,Evening,SUV Frame,MAT-0108-L2,Team D,208,196,194,76.12,2.576,96.28,58.61,168.92
B2026010900_L2,L2,2026-01-09 00:00:00,Night,Battery Module,MAT-0109-L2,Team C,193,191,181,78.39,2.73,98.75,58.4,171.28
B2026010904_L2,L2,2026-01-09 04:00:00,Night,Battery Module,MAT-0109-L2,Team D,222,228,216,79.49,2.72,99.99,57.82,170.79
B2026010908_L2,L2,2026-01-09 08:00:00,Day,Battery Module,MAT-0109-L2,Team A,227,223,218,77.03,2.61,99.3,57.99,170.56
B2026010912_L2,L2,2026-01-09 12:00:00,Day,Battery Module,MAT-0109-L2,Team B,233,225,219,75.32,2.57,97.07,58.31,169.99
B2026010916_L2,L2,2026-01-09 16:00:00,Evening,Battery Module,MAT-0109-L2,Team C,183,179,170,75.61,2.594,95.73,58.36,169.65
B2026010920_L2,L2,2026-01-09 20:00:00,Evening,Battery Module,MAT-0109-L2,Team D,238,232,222,76.22,2.648,96.61,58.99,170.37
B2026011000_L2,L2,2026-01-10 00:00:00,Night,Steering Column,MAT-0110-L2,Team C,200,194,180,78.53,2.738,99.14,57.79,169.93
B2026011004_L2,L2,2026-01-10 04:00:00,Night,Steering Column,MAT-0110-L2,Team D,231,229,218,79.14,2.748,100.19,58.52,171.53
B2026011008_L2,L2,2026-01-10 08:00:00,Day,Steering Column,MAT-0110-L2,Team A,182,178,170,76.81,2.546,99.4,58.67,169.97
B2026011012_L2,L2,2026-01-10 12:00:00,Day,Steering Column,MAT-0110-L2,Team B,181,178,173,75.16,2.546,97.09,58.5,169.94
B2026011016_L2,L2,2026-01-10 16:00:00,Evening,Steering Column,MAT-0110-L2,Team C,209,204,193,75.26,2.661,96.03,58.88,170.73
B2026011020_L2,L2,2026-01-10 20:00:00,Evening,Steering Column,MAT-0110-L2,Team D,207,196,190,75.96,2.671,95.9,58.86,170.53
B2026011100_L2,L2,2026-01-11 00:00:00,Night,SUV Frame,MAT-0111-L2,Team C,235,229,221,78.14,2.705,98.57,57.69,169.84
B2026011104_L2,L2,2026-01-11 04:00:00,Night,SUV Frame,MAT-0111-L2,Team D,227,221,213,79.31,2.71,100.2,58.54,171.45
B2026011108_L2,L2,2026-01-11 08:00:00,Day,SUV Frame,MAT-0111-L2,Team A,238,240,232,76.79,2.615,99.93,58.41,169.39
B2026011112_L2,L2,2026-01-11 12:00:00,Day,SUV Frame,MAT-0111-L2,Team B,180,174,170,75.53,2.621,97.09,58.73,170.44
B2026011116_L2,L2,2026-01-11 16:00:00,Evening,SUV Frame,MAT-0111-L2,Team C,190,183,175,75.11,2.678,95.72,58.51,170.08
B2026011120_L2,L2,2026-01-11 20:00:00,Evening,SUV Frame,MAT-0111-L2,Team D,183,176,166,76.39,2.694,96.45,58.2,170.12
B2026011200_L2,L2,2026-01-12 00:00:00,Night,Battery Module,MAT-0112-L2,Team C,230,224,219,77.96,2.824,98.48,58.17,171.17
B2026011204_L2,L2,2026-01-12 04:00:00,Night,Battery Module,MAT-0112-L2,Team D,191,189,179,79.31,2.754,100.49,58.62,171.9
B2026011208_L2,L2,2026-01-12 08:00:00,Day,Battery Module,MAT-0112-L2,Team A,212,209,202,77.02,2.548,99.64,58.68,170.25
B2026011212_L2,L2,2026-01-12 12:00:00,Day,Battery Module,MAT-0112-L2,Team B,192,190,178,75.27,2.564,96.61,58.85,170.7
B2026011216_L2,L2,2026-01-12 16:00:00,Evening,Battery Module,MAT-0112-L2,Team C,225,220,210,75.22,2.692,95.89,58.61,169.47
B2026011220_L2,L2,2026-01-12 20:00:00,Evening,Battery Module,MAT-0112-L2,Team D,225,217,212,75.75,2.648,96.78,58.81,170.67
B2026011300_L2,L2,2026-01-13 00:00:00,Night,Steering Column,MAT-0113-L2,Team C,184,187,175,78.17,2.735,99.21,58.2,170.45
B2026011304_L2,L2,2026-01-13 04:00:00,Night,Steering Column,MAT-0113-L2,Team D,223,224,216,78.87,2.679,100.72,58.64,170.95
B2026011308_L2,L2,2026-01-13 08:00:00,Day,Steering Column,MAT-0113-L2,Team A,194,191,183,76.96,2.667,99.7,58.52,169.95
B2026011312_L2,L2,2026-01-13 12:00:00,Day,Steering Column,MAT-0113-L2,Team B,224,224,211,75.31,2.574,96.97,58.83,169.57
B2026011316_L2,L2,2026-01-13 16:00:00,Evening,Steering Column,MAT-0113-L2,Team C,230,224,213,75.17,2.653,96.08,59.04,170.61
B2026011320_L2,L2,2026-01-13 20:00:00,Evening,Steering Column,MAT-0113-L2,Team D,228,214,211,75.97,2.725,96.72,58.64,170.07
B2026011400_L2,L2,2026-01-14 00:00:00,Night,SUV Frame,MAT-0114-L2,Team C,212,208,203,78.02,2.727,98.8,58.22,170.86
B2026011404_L2,L2,2026-01-14 04:00:00,Night,SUV Frame,MAT-0114-L2,Team D,216,216,207,79.51,2.767,100.57,58.41,170.95
B2026011408_L2,L2,2026-01-14 08:00:00,Day,SUV Frame,MAT-0114-L2,Team A,210,193,188,76.57,2.638,99.3,58.59,170.33
B2026011412_L2,L2,2026-01-14 12:00:00,Day,SUV Frame,MAT-0114-L2,Team B,238,238,232,75.16,2.605,97.46,58.28,170.08
B2026011416_L2,L2,2026-01-14 16:00:00,Evening,SUV Frame,MAT-0114-L2,Team C,217,211,202,75.26,2.732,95.63,58.86,170.03
B2026011420_L2,L2,2026-01-14 20:00:00,Evening,SUV Frame,MAT-0114-L2,Team D,195,197,186,75.85,2.696,96.61,58.92,169.94
B2026011500_L2,L2,2026-01-15 00:00:00,Night,Battery Module,MAT-0115-L2,Team C,180,178,170,78.13,2.813,98.91,58.97,172.35
B2026011504_L2,L2,2026-01-15 04:00:00,Night,Battery Module,MAT-0115-L2,Team D,181,173,163,79.39,2.738,100.61,58.12,170.37
B2026011508_L2,L2,2026-01-15 08:00:00,Day,Battery Module,MAT-0115-L2,Team A,232,230,220,76.84,2.675,99.13,58.69,171.03
B2026011512_L2,L2,2026-01-15 12:00:00,Day,Battery Module,MAT-0115-L2,Team B,203,198,190,75.26,2.605,96.63,59.1,170.07
B2026011516_L2,L2,2026-01-15 16:00:00,Evening,Battery Module,MAT-0115-L2,Team C,218,211,204,75.22,2.731,95.28,59.29,170.75
B2026011520_L2,L2,2026-01-15 20:00:00,Evening,Battery Module,MAT-0115-L2,Team D,217,209,202,75.76,2.781,96.46,59.01,170.32
B2026011600_L2,L2,2026-01-16 00:00:00,Night,Steering Column,MAT-0116-L2,Team C,186,191,179,78.64,2.838,99.12,58.72,171.52
B2026011604_L2,L2,2026-01-16 04:00:00,Night,Steering Column,MAT-0116-L2,Team D,186,175,170,79.54,2.796,100.05,58.57,171.51
B2026011608_L2,L2,2026-01-16 08:00:00,Day,Steering Column,MAT-0116-L2,Team A,188,185,170,76.48,2.656,99.57,58.63,171.14
B2026011612_L2,L2,2026-01-16 12:00:00,Day,Steering Column,MAT-0116-L2,Team B,205,201,189,75.36,2.658,97.01,58.92,170.82
B2026011616_L2,L2,2026-01-16 16:00:00,Evening,Steering Column,MAT-0116-L2,Team C,195,195,184,75.44,2.824,95.66,58.9,171.97
B2026011620_L2,L2,2026-01-16 20:00:00,Evening,Steering Column,MAT-0116-L2,Team D,194,192,181,75.86,2.755,96.12,58.1,170.68
B2026011700_L2,L2,2026-01-17 00:00:00,Night,SUV Frame,MAT-0117-L2,Team C,191,181,178,77.84,2.859,99.14,59.2,171.41
B2026011704_L2,L2,2026-01-17 04:00:00,Night,SUV Frame,MAT-0117-L2,Team D,182,180,172,79.48,2.847,99.65,58.85,171.88
B2026011708_L2,L2,2026-01-17 08:00:00,Day,SUV Frame,MAT-0117-L2,Team A,205,196,182,76.67,2.745,99.26,58.64,170.81
B2026011712_L2,L2,2026-01-17 12:00:00,Day,SUV Frame,MAT-0117-L2,Team B,198,200,190,75.1,2.681,97.28,58.75,169.64
B2026011716_L2,L2,2026-01-17 16:00:00,Evening,SUV Frame,MAT-0117-L2,Team C,194,190,184,75.11,2.755,95.65,58.81,170.07
B2026011720_L2,L2,2026-01-17 20:00:00,Evening,SUV Frame,MAT-0117-L2,Team D,187,191,184,75.68,2.781,96.29,58.97,170.44
B2026011800_L2,L2,2026-01-18 00:00:00,Night,Battery Module,MAT-0118-L2,Team C,182,170,161,78.46,2.861,98.71,58.72,171.59
B2026011804_L2,L2,2026-01-18 04:00:00,Night,Battery Module,MAT-0118-L2,Team D,231,223,218,79.26,2.909,100.35,58.29,171.37
B2026011808_L2,L2,2026-01-18 08:00:00,Day,Battery Module,MAT-0118-L2,Team A,202,191,188,76.82,2.715,99.1,58.61,171.35
B2026011812_L2,L2,2026-01-18 12:00:00,Day,Battery Module,MAT-0118-L2,Team B,239,227,217,75.69,2.664,97.18,58.71,170.5
B2026011816_L2,L2,2026-01-18 16:00:00,Evening,Battery Module,MAT-0118-L2,Team C,216,217,209,75.25,2.757,95.42,58.87,170.32
B2026011820_L2,L2,2026-01-18 20:00:00,Evening,Battery Module,MAT-0118-L2,Team D,223,225,222,75.92,2.782,96.38,59.07,171.24
B2026011900_L2,L2,2026-01-19 00:00:00,Night,Steering Column,MAT-0119-L2,Team C,217,210,200,78.14,2.891,98.63,59.08,171.56
B2026011904_L2,L2,2026-01-19 04:00:00,Night,Steering Column,MAT-0119-L2,Team D,185,186,170,79.12,2.802,100.22,59.51,171.65
B2026011908_L2,L2,2026-01-19 08:00:00,Day,Steering Column,MAT-0119-L2,Team A,237,237,234,76.75,2.744,98.75,58.99,171.09
B2026011912_L2,L2,2026-01-19 12:00:00,Day,Steering Column,MAT-0119-L2,Team B,208,210,205,75.44,2.718,96.85,59.31,170.69
B2026011916_L2,L2,2026-01-19 16:00:00,Evening,Steering Column,MAT-0119-L2,Team C,215,213,205,75.46,2.871,95.75,58.87,170.88
B2026011920_L2,L2,2026-01-19 20:00:00,Evening,Steering Column,MAT-0119-L2,Team D,214,208,201,75.73,2.847,96.24,58.39,170.42
B2026012000_L2,L2,2026-01-20 00:00:00,Night,SUV Frame,MAT-0120-L2,Team C,220,216,207,78.54,2.913,98.38,59.16,172.43
B2026012004_L2,L2,2026-01-20 04:00:00,Night,SUV Frame,MAT-0120-L2,Team D,233,224,214,79.34,2.942,99.89,58.77,173.01
B2026012008_L2,L2,2026-01-20 08:00:00,Day,SUV Frame,MAT-0120-L2,Team A,229,227,215,76.9,2.758,99.48,58.9,171.62
B2026012012_L2,L2,2026-01-20 12:00:00,Day,SUV Frame,MAT-0120-L2,Team B,183,181,173,75.72,2.777,96.87,59.01,170.24
B2026012016_L2,L2,2026-01-20 16:00:00,Evening,SUV Frame,MAT-0120-L2,Team C,237,239,229,75.11,2.868,95.93,58.77,171.25
B2026012020_L2,L2,2026-01-20 20:00:00,Evening,SUV Frame,MAT-0120-L2,Team D,213,204,199,75.92,2.805,96.35,58.48,171.32
B2026012100_L2,L2,2026-01-21 00:00:00,Night,Battery Module,MAT-0121-L2,Team C,184,174,163,78.35,2.943,98.56,58.27,170.97
B2026012104_L2,L2,2026-01-21 04:00:00,Night,Battery Module,MAT-0121-L2,Team D,201,193,188,78.77,2.929,99.96,58.85,172.05
B2026012108_L2,L2,2026-01-21 08:00:00,Day,Battery Module,MAT-0121-L2,Team A,184,172,159,76.67,2.737,99.12,58.76,170.39
B2026012112_L2,L2,2026-01-21 12:00:00,Day,Battery Module,MAT-0121-L2,Team B,212,217,203,75.15,2.803,96.81,58.61,170.23
B2026012116_L2,L2,2026-01-21 16:00:00,Evening,Battery Module,MAT-0121-L2,Team C,182,177,162,75.48,2.873,95.74,59.39,170.93
B2026012120_L2,L2,2026-01-21 20:00:00,Evening,Battery Module,MAT-0121-L2,Team D,205,199,191,75.63,2.86,95.98,59.17,171.25
B2026012200_L2,L2,2026-01-22 00:00:00,Night,Steering Column,MAT-0122-L2,Team C,225,217,208,78.27,2.977,98.63,58.9,171.97
B2026012204_L2,L2,2026-01-22 04:00:00,Night,Steering Column,MAT-0122-L2,Team D,183,171,163,79.1,2.975,100.11,58.67,170.8
B2026012208_L2,L2,2026-01-22 08:00:00,Day,Steering Column,MAT-0122-L2,Team A,230,229,216,76.61,2.797,99.22,59.1,171.47
B2026012212_L2,L2,2026-01-22 12:00:00,Day,Steering Column,MAT-0122-L2,Team B,200,209,197,75.31,2.758,96.84,59.68,170.83
B2026012216_L2,L2,2026-01-22 16:00:00,Evening,Steering Column,MAT-0122-L2,Team C,191,189,177,75.13,2.895,95.51,59.55,171.25
B2026012220_L2,L2,2026-01-22 20:00:00,Evening,Steering Column,MAT-0122-L2,Team D,235,225,217,75.67,2.875,96.4,59.82,171.75
B2026012300_L2,L2,2026-01-23 00:00:00,Night,SUV Frame,MAT-0123-L2,Team C,216,213,203,78.49,3.019,98.53,59.95,172.4
B2026012304_L2,L2,2026-01-23 04:00:00,Night,SUV Frame,MAT-0123-L2,Team D,233,231,219,79.5,2.987,99.88,59.18,172.51
B2026012308_L2,L2,2026-01-23 08:00:00,Day,SUV Frame,MAT-0123-L2,Team A,210,200,194,77.1,2.832,99.18,59.28,170.69
B2026012312_L2,L2,2026-01-23 12:00:00,Day,SUV Frame,MAT-0123-L2,Team B,218,219,214,75.39,2.835,96.86,59.39,170.67
B2026012316_L2,L2,2026-01-23 16:00:00,Evening,SUV Frame,MAT-0123-L2,Team C,198,197,189,75.29,2.861,95.58,59.54,171.29
B2026012320_L2,L2,2026-01-23 20:00:00,Evening,SUV Frame,MAT-0123-L2,Team D,194,191,184,75.61,2.947,96.53,59.09,171.45
B2026012400_L2,L2,2026-01-24 00:00:00,Night,Battery Module,MAT-0124-L2,Team C,222,219,215,78.1,3.025,98.19,59.16,172.94
B2026012404_L2,L2,2026-01-24 04:00:00,Night,Battery Module,MAT-0124-L2,Team D,216,200,188,79.17,3.017,100.11,58.86,172.25
B2026012408_L2,L2,2026-01-24 08:00:00,Day,Battery Module,MAT-0124-L2,Team A,182,172,164,76.5,2.85,98.93,58.95,171.11
B2026012412_L2,L2,2026-01-24 12:00:00,Day,Battery Module,MAT-0124-L2,Team B,237,231,222,75.53,2.822,96.58,59.27,170.73
B2026012416_L2,L2,2026-01-24 16:00:00,Evening,Battery Module,MAT-0124-L2,Team C,187,184,173,75.36,2.95,95.22,59.14,170.55
B2026012420_L2,L2,2026-01-24 20:00:00,Evening,Battery Module,MAT-0124-L2,Team D,226,227,215,75.43,2.891,96.46,59.43,170.61
B2026012500_L2,L2,2026-01-25 00:00:00,Night,Steering Column,MAT-0125-L2,Team C,203,211,203,78.42,3.048,98.33,59.2,173.17
B2026012504_L2,L2,2026-01-25 04:00:00,Night,Steering Column,MAT-0125-L2,Team D,187,187,179,78.94,3.01,99.69,59.81,172.99
B2026012508_L2,L2,2026-01-25 08:00:00,Day,Steering Column,MAT-0125-L2,Team A,216,214,204,77.02,2.84,99.17,59.75,171.67
B2026012512_L2,L2,2026-01-25 12:00:00,Day,Steering Column,MAT-0125-L2,Team B,196,186,177,74.85,2.878,96.68,59.54,171.14
B2026012516_L2,L2,2026-01-25 16:00:00,Evening,Steering Column,MAT-0125-L2,Team C,188,174,169,75.45,2.965,95.01,59.84,171.64
B2026012520_L2,L2,2026-01-25 20:00:00,Evening,Steering Column,MAT-0125-L2,Team D,201,196,188,76.2,2.907,96.19,59.83,171.43
B2026012600_L2,L2,2026-01-26 00:00:00,Night,SUV Frame,MAT-0126-L2,Team C,204,204,192,78.53,3.042,98.3,59.49,172.44
B2026012604_L2,L2,2026-01-26 04:00:00,Night,SUV Frame,MAT-0126-L2,Team D,220,207,198,79.36,3.104,99.42,59.84,173.62
B2026012608_L2,L2,2026-01-26 08:00:00,Day,SUV Frame,MAT-0126-L2,Team A,200,200,195,76.94,2.906,98.76,59.51,171.35
B2026012612_L2,L2,2026-01-26 12:00:00,Day,SUV Frame,MAT-0126-L2,Team B,213,200,193,75.43,2.865,96.99,59.23,170.58
B2026012616_L2,L2,2026-01-26 16:00:00,Evening,SUV Frame,MAT-0126-L2,Team C,207,195,184,75.51,3.009,95.1,59.52,172.57
B2026012620_L2,L2,2026-01-26 20:00:00,Evening,SUV Frame,MAT-0126-L2,Team D,200,197,189,75.98,3.013,96.58,59.03,172.53
B2026012700_L2,L2,2026-01-27 00:00:00,Night,Battery Module,MAT-0127-L2,Team C,237,238,231,78.33,3.024,98.65,59.02,171.98
B2026012704_L2,L2,2026-01-27 04:00:00,Night,Battery Module,MAT-0127-L2,Team D,216,204,197,78.88,3.032,99.95,59.45,172.99
B2026012708_L2,L2,2026-01-27 08:00:00,Day,Battery Module,MAT-0127-L2,Team A,188,197,186,76.56,2.945,99.64,59.81,172.45
B2026012712_L2,L2,2026-01-27 12:00:00,Day,Battery Module,MAT-0127-L2,Team B,206,205,198,75.59,2.883,96.31,59.62,170.84
B2026012716_L2,L2,2026-01-27 16:00:00,Evening,Battery Module,MAT-0127-L2,Team C,195,183,172,75.15,2.998,95.45,59.4,171.69
B2026012720_L2,L2,2026-01-27 20:00:00,Evening,Battery Module,MAT-0127-L2,Team D,229,225,220,76.42,3.032,96.11,59.22,171.72
B2026012800_L2,L2,2026-01-28 00:00:00,Night,Steering Column,MAT-0128-L2,Team C,193,186,181,78.26,3.103,98.63,59.76,173.14
B2026012804_L2,L2,2026-01-28 04:00:00,Night,Steering Column,MAT-0128-L2,Team D,206,200,188,79.35,3.042,99.9,59.52,172.42
B2026012808_L2,L2,2026-01-28 08:00:00,Day,Steering Column,MAT-0128-L2,Team A,209,203,191,76.75,2.947,98.8,59.74,171.91
B2026012812_L2,L2,2026-01-28 12:00:00,Day,Steering Column,MAT-0128-L2,Team B,224,221,207,75.14,2.96,97.1,59.47,170.94
B2026012816_L2,L2,2026-01-28 16:00:00,Evening,Steering Column,MAT-0128-L2,Team C,222,226,216,75.47,2.94,95.6,58.6,170.59
B2026012820_L2,L2,2026-01-28 20:00:00,Evening,Steering Column,MAT-0128-L2,Team D,187,180,172,75.86,2.973,96.13,59.14,171.33
B2026012900_L2,L2,2026-01-29 00:00:00,Night,SUV Frame,MAT-0129-L2,Team C,209,205,195,78.03,3.011,98.15,59.28,171.59
B2026012904_L2,L2,2026-01-29 04:00:00,Night,SUV Frame,MAT-0129-L2,Team D,197,185,175,78.88,3.028,99.98,59.34,172.33
B2026012908_L2,L2,2026-01-29 08:00:00,Day,SUV Frame,MAT-0129-L2,Team A,219,210,201,76.62,2.963,98.44,59.66,172.42
B2026012912_L2,L2,2026-01-29 12:00:00,Day,SUV Frame,MAT-0129-L2,Team B,190,181,168,75.51,2.986,96.66,59.08,171.87
B2026012916_L2,L2,2026-01-29 16:00:00,Evening,SUV Frame,MAT-0129-L2,Team C,209,197,195,75.19,2.983,95.5,59.53,171.7
B2026012920_L2,L2,2026-01-29 20:00:00,Evening,SUV Frame,MAT-0129-L2,Team D,189,182,174,75.6,3.035,96.0,59.6,171.82
B2026013000_L2,L2,2026-01-30 00:00:00,Night,Battery Module,MAT-0130-L2,Team C,224,220,212,78.38,3.097,98.35,59.42,172.67
B2026013004_L2,L2,2026-01-30 04:00:00,Night,Battery Module,MAT-0130-L2,Team D,237,228,224,79.4,3.088,99.94,59.54,173.2
B2026013008_L2,L2,2026-01-30 08:00:00,Day,Battery Module,MAT-0130-L2,Team A,213,207,197,77.12,2.962,99.27,59.5,171.77
B2026013012_L2,L2,2026-01-30 12:00:00,Day,Battery Module,MAT-0130-L2,Team B,231,226,218,75.17,2.965,96.64,59.36,172.67
B2026013016_L2,L2,2026-01-30 16:00:00,Evening,Battery Module,MAT-0130-L2,Team C,199,192,190,74.87,3.064,95.14,60.21,171.19
B2026013020_L2,L2,2026-01-30 20:00:00,Evening,Battery Module,MAT-0130-L2,Team D,206,206,202,75.69,3.024,95.86,59.6,171.94
B2026013100_L2,L2,2026-01-31 00:00:00,Night,Steering Column,MAT-0131-L2,Team C,189,184,178,78.61,3.13,98.42,59.66,173.27
B2026013104_L2,L2,2026-01-31 04:00:00,Night,Steering Column,MAT-0131-L2,Team D,236,232,221,79.59,3.087,100.19,59.83,172.81
B2026013108_L2,L2,2026-01-31 08:00:00,Day,Steering Column,MAT-0131-L2,Team A,202,193,188,76.5,2.978,99.22,59.69,171.5
B2026013112_L2,L2,2026-01-31 12:00:00,Day,Steering Column,MAT-0131-L2,Team B,232,219,213,75.7,3.034,96.89,60.11,171.74
B2026013116_L2,L2,2026-01-31 16:00:00,Evening,Steering Column,MAT-0131-L2,Team C,182,179,168,75.22,3.042,94.96,59.73,171.82
B2026013120_L2,L2,2026-01-31 20:00:00,Evening,Steering Column,MAT-0131-L2,Team D,188,180,172,75.88,3.065,95.62,60.04,171.65
B2026020100_L2,L2,2026-02-01 00:00:00,Night,Steering Column,MAT-0201-L2,Team C,185,175,166,78.75,3.11,97.92,59.66,173.12
B2026020104_L2,L2,2026-02-01 04:00:00,Night,Steering Column,MAT-0201-L2,Team D,219,216,208,78.93,3.138,99.57,59.85,172.57
B2026020108_L2,L2,2026-02-01 08:00:00,Day,Steering Column,MAT-0201-L2,Team A,238,240,234,76.97,3.006,99.23,59.74,171.99
B2026020112_L2,L2,2026-02-01 12:00:00,Day,Steering Column,MAT-0201-L2,Team B,235,229,219,75.36,2.984,96.79,59.62,172.04
B2026020116_L2,L2,2026-02-01 16:00:00,Evening,Steering Column,MAT-0201-L2,Team C,219,207,198,75.61,3.112,95.12,60.03,172.76
B2026020120_L2,L2,2026-02-01 20:00:00,Evening,Steering Column,MAT-0201-L2,Team D,208,199,186,75.58,3.078,96.2,59.96,172.53
B2026020200_L2,L2,2026-02-02 00:00:00,Night,SUV Frame,MAT-0202-L2,Team C,185,178,168,78.19,3.12,98.17,59.85,172.29
B2026020204_L2,L2,2026-02-02 04:00:00,Night,SUV Frame,MAT-0202-L2,Team D,184,176,167,79.18,3.152,99.52,59.61,172.97
B2026020208_L2,L2,2026-02-02 08:00:00,Day,SUV Frame,MAT-0202-L2,Team A,214,209,202,77.02,3.056,98.74,59.78,172.18
B2026020212_L2,L2,2026-02-02 12:00:00,Day,SUV Frame,MAT-0202-L2,Team B,193,174,170,75.49,3.039,97.05,59.85,171.85
B2026020216_L2,L2,2026-02-02 16:00:00,Evening,SUV Frame,MAT-0202-L2,Team C,192,192,187,75.35,3.139,94.85,59.48,171.97
