quality_check_id,batch_id,machine_id,line_id,timestamp,shift,temperature,vibration,pressure,cycle_time,energy_consumption,machine_age_years,maintenance_status,product_type,material_batch,operator_team,pressure_instability,defect_probability,defect_flag,defect_type,defect_count
QC_M012_2026013116,B2026013116_L3,M012,L3,2026-01-31 16:00:00,Evening,78.55,3.648,99.61,62.06,178.3,9,overdue,Battery Module,MAT-0131-L3,Team D,2.96,0.1946,1,Assembly,0
QC_M012_2026013120,B2026013120_L3,M012,L3,2026-01-31 20:00:00,Evening,78.69,3.692,102.03,62.73,178.47,9,overdue,Battery Module,MAT-0131-L3,Team A,0.93,0.1887,1,Assembly,2
QC_M012_2026020100,B2026020100_L3,M012,L3,2026-02-01 00:00:00,Night,81.35,3.869,100.9,61.98,180.82,9,overdue,Battery Module,MAT-0201-L3,Team D,3.46,0.3675,1,Assembly,0
QC_M012_2026020104,B2026020104_L3,M012,L3,2026-02-01 04:00:00,Night,82.06,3.89,104.41,63.57,180.99,9,overdue,Battery Module,MAT-0201-L3,Team A,1.84,0.3786,0,None,0
QC_M012_2026020108,B2026020108_L3,M012,L3,2026-02-01 08:00:00,Day,79.96,3.747,101.98,62.9,180.38,9,overdue,Battery Module,MAT-0201-L3,Team B,1.11,0.2143,0,None,2
QC_M012_2026020112,B2026020112_L3,M012,L3,2026-02-01 12:00:00,Day,78.55,3.602,99.38,61.95,181.15,9,overdue,Battery Module,MAT-0201-L3,Team C,3.19,0.184,1,Assembly,0
QC_M012_2026020116,B2026020116_L3,M012,L3,2026-02-01 16:00:00,Evening,77.94,3.783,99.18,63.23,180.7,9,overdue,Battery Module,MAT-0201-L3,Team D,3.39,0.2413,0,None,1
QC_M012_2026020120,B2026020120_L3,M012,L3,2026-02-01 20:00:00,Evening,78.67,3.84,99.74,63.91,181.86,9,overdue,Battery Module,MAT-0201-L3,Team A,2.83,0.2598,0,None,0
QC_M012_2026020200,B2026020200_L3,M012,L3,2026-02-02 00:00:00,Night,81.57,3.829,103.28,63.37,181.34,9,overdue,Steering Column,MAT-0202-L3,Team D,1.85,0.3424,0,None,1
QC_M012_2026020204,B2026020204_L3,M012,L3,2026-02-02 04:00:00,Night,82.31,3.837,102.79,62.09,182.18,9,overdue,Steering Column,MAT-0202-L3,Team A,2.67,0.3651,0,None,0
QC_M012_2026020208,B2026020208_L3,M012,L3,2026-02-02 08:00:00,Day,80.2,3.566,102.07,63.14,181.24,9,overdue,Steering Column,MAT-0202-L3,Team B,0.6,0.1795,1,Assembly,2
QC_M012_2026020212,B2026020212_L3,M012,L3,2026-02-02 12:00:00,Day,77.72,3.687,102.65,62.88,179.01,9,overdue,Steering Column,MAT-0202-L3,Team C,0.41,0.1668,0,None,0
QC_M012_2026020216,B2026020216_L3,M012,L3,2026-02-02 16:00:00,Evening,77.51,3.703,99.42,61.85,179.22,9,overdue,Steering Column,MAT-0202-L3,Team D,3.15,0.1899,0,None,1
QC_M012_2026020220,B2026020220_L3,M012,L3,2026-02-02 20:00:00,Evening,79.59,3.842,100.76,63.05,179.94,9,overdue,Steering Column,MAT-0202-L3,Team A,1.83,0.2513,0,None,3
QC_M012_2026020300,B2026020300_L3,M012,L3,2026-02-03 00:00:00,Night,79.96,3.823,100.05,62.3,180.93,9,overdue,SUV Frame,MAT-0203-L3,Team D,2.56,0.2936,0,None,6
QC_M012_2026020304,B2026020304_L3,M012,L3,2026-02-03 04:00:00,Night,82.36,3.918,102.66,62.85,182.03,9,overdue,SUV Frame,MAT-0203-L3,Team A,1.83,0.3854,0,None,2
QC_M012_2026020308,B2026020308_L3,M012,L3,2026-02-03 08:00:00,Day,79.48,3.666,103.67,62.5,181.44,9,overdue,SUV Frame,MAT-0203-L3,Team B,2.02,0.2021,0,None,1
QC_M012_2026020312,B2026020312_L3,M012,L3,2026-02-03 12:00:00,Day,77.34,3.764,101.58,62.96,180.83,9,overdue,SUV Frame,MAT-0203-L3,Team C,1.06,0.1865,0,None,3
QC_M012_2026020316,B2026020316_L3,M012,L3,2026-02-03 16:00:00,Evening,78.45,3.933,99.06,64.51,180.6,9,overdue,SUV Frame,MAT-0203-L3,Team D,3.51,0.2964,0,None,2
QC_M012_2026020320,B2026020320_L3,M012,L3,2026-02-03 20:00:00,Evening,79.44,3.592,101.36,60.24,179.2,9,overdue,SUV Frame,MAT-0203-L3,Team A,1.83,0.169,0,None,2
QC_M012_2026020400,B2026020400_L3,M012,L3,2026-02-04 00:00:00,Night,82.68,3.768,102.92,63.35,181.14,9,overdue,Battery Module,MAT-0204-L3,Team D,0.88,0.3343,0,None,2
QC_M012_2026020404,B2026020404_L3,M012,L3,2026-02-04 04:00:00,Night,82.81,3.906,103.84,63.12,182.42,9,overdue,Battery Module,MAT-0204-L3,Team A,1.87,0.3971,1,Assembly,2
QC_M012_2026020408,B2026020408_L3,M012,L3,2026-02-04 08:00:00,Day,79.61,3.72,103.1,61.58,179.04,9,overdue,Battery Module,MAT-0204-L3,Team B,1.67,0.2032,0,None,1
QC_M012_2026020412,B2026020412_L3,M012,L3,2026-02-04 12:00:00,Day,78.9,3.633,99.59,63.27,181.82,9,overdue,Battery Module,MAT-0204-L3,Team C,2.98,0.2034,0,None,0
QC_M012_2026020416,B2026020416_L3,M012,L3,2026-02-04 16:00:00,Evening,78.08,3.986,98.47,62.14,179.55,9,overdue,Battery Module,MAT-0204-L3,Team D,4.1,0.2913,0,None,3
QC_M012_2026020420,B2026020420_L3,M012,L3,2026-02-04 20:00:00,Evening,77.16,3.796,98.73,62.81,179.44,9,overdue,Battery Module,MAT-0204-L3,Team A,3.84,0.2243,0,None,1
QC_M012_2026020500,B2026020500_L3,M012,L3,2026-02-05 00:00:00,Night,81.12,3.951,102.59,63.44,181.1,9,overdue,Steering Column,MAT-0205-L3,Team D,2.05,0.3733,1,Assembly,1
QC_M012_2026020504,B2026020504_L3,M012,L3,2026-02-05 04:00:00,Night,82.1,3.9,105.02,62.33,182.06,9,overdue,Steering Column,MAT-0205-L3,Team A,2.45,0.3719,1,Assembly,1
QC_M012_2026020508,B2026020508_L3,M012,L3,2026-02-05 08:00:00,Day,79.99,3.939,103.22,62.59,179.87,9,overdue,Steering Column,MAT-0205-L3,Team B,0.8,0.2569,0,None,2
QC_M012_2026020512,B2026020512_L3,M012,L3,2026-02-05 12:00:00,Day,78.07,3.595,99.92,61.86,178.68,9,overdue,Steering Column,MAT-0205-L3,Team C,2.65,0.1681,0,None,0
QC_M012_2026020516,B2026020516_L3,M012,L3,2026-02-05 16:00:00,Evening,77.7,3.829,98.22,63.6,181.78,9,overdue,Steering Column,MAT-0205-L3,Team D,4.35,0.2638,0,None,3
QC_M012_2026020520,B2026020520_L3,M012,L3,2026-02-05 20:00:00,Evening,78.54,3.897,100.5,63.57,180.16,9,overdue,Steering Column,MAT-0205-L3,Team A,2.22,0.2516,0,None,1
QC_M012_2026020600,B2026020600_L3,M012,L3,2026-02-06 00:00:00,Night,81.69,3.92,102.22,61.58,180.39,9,overdue,SUV Frame,MAT-0206-L3,Team D,1.35,0.3409,0,None,2
QC_M012_2026020604,B2026020604_L3,M012,L3,2026-02-06 04:00:00,Night,82.29,3.849,104.22,61.73,180.92,9,overdue,SUV Frame,MAT-0206-L3,Team A,1.96,0.3486,0,None,2
QC_M012_2026020608,B2026020608_L3,M012,L3,2026-02-06 08:00:00,Day,79.77,3.685,102.84,62.75,180.88,9,overdue,SUV Frame,MAT-0206-L3,Team B,1.1,0.2018,0,None,3
QC_M012_2026020612,B2026020612_L3,M012,L3,2026-02-06 12:00:00,Day,78.07,3.732,99.91,63.11,179.37,9,overdue,SUV Frame,MAT-0206-L3,Team C,2.66,0.2084,0,None,0
QC_M012_2026020616,B2026020616_L3,M012,L3,2026-02-06 16:00:00,Evening,79.27,3.803,99.57,63.32,180.29,9,overdue,SUV Frame,MAT-0206-L3,Team D,3.0,0.2516,0,None,1
QC_M012_2026020620,B2026020620_L3,M012,L3,2026-02-06 20:00:00,Evening,78.79,3.816,100.11,64.56,181.42,9,overdue,SUV Frame,MAT-0206-L3,Team A,2.46,0.2525,0,None,1
QC_M012_2026020700,B2026020700_L3,M012,L3,2026-02-07 00:00:00,Night,80.35,3.977,100.8,63.34,183.22,9,overdue,Battery Module,MAT-0207-L3,Team D,1.77,0.3563,0,None,2
QC_M012_2026020704,B2026020704_L3,M012,L3,2026-02-07 04:00:00,Night,82.66,4.051,103.77,63.23,181.74,9,overdue,Battery Module,MAT-0207-L3,Team A,1.51,0.4366,0,None,1
QC_M012_2026020708,B2026020708_L3,M012,L3,2026-02-07 08:00:00,Day,80.26,3.719,102.8,60.53,178.54,9,overdue,Battery Module,MAT-0207-L3,Team B,1.17,0.2009,0,None,0
QC_M012_2026020712,B2026020712_L3,M012,L3,2026-02-07 12:00:00,Day,77.64,3.867,100.82,61.77,178.97,9,overdue,Battery Module,MAT-0207-L3,Team C,1.75,0.2088,0,None,3
QC_M012_2026020716,B2026020716_L3,M012,L3,2026-02-07 16:00:00,Evening,78.31,3.843,100.14,62.72,181.35,9,overdue,Battery Module,MAT-0207-L3,Team D,2.6,0.234,0,None,1
QC_M012_2026020720,B2026020720_L3,M012,L3,2026-02-07 20:00:00,Evening,79.01,3.968,100.57,62.57,180.93,9,overdue,Battery Module,MAT-0207-L3,Team A,2.0,0.2734,1,Assembly,1
QC_M012_2026020800,B2026020800_L3,M012,L3,2026-02-08 00:00:00,Night,81.22,4.097,101.31,63.73,181.24,9,overdue,Steering Column,MAT-0208-L3,Team D,2.41,0.4307,1,Assembly,1
QC_M012_2026020804,B2026020804_L3,M012,L3,2026-02-08 04:00:00,Night,82.33,3.768,103.33,63.03,180.32,9,overdue,Steering Column,MAT-0208-L3,Team A,0.93,0.3129,0,None,2
QC_M012_2026020808,B2026020808_L3,M012,L3,2026-02-08 08:00:00,Day,79.88,3.86,103.16,63.29,180.2,9,overdue,Steering Column,MAT-0208-L3,Team B,1.03,0.2466,0,None,2
QC_M012_2026020812,B2026020812_L3,M012,L3,2026-02-08 12:00:00,Day,78.62,3.751,100.08,62.99,181.25,9,overdue,Steering Column,MAT-0208-L3,Team C,2.5,0.2157,1,Assembly,1
QC_M012_2026020816,B2026020816_L3,M012,L3,2026-02-08 16:00:00,Evening,78.44,3.948,99.36,63.95,180.41,9,overdue,Steering Column,MAT-0208-L3,Team D,3.21,0.2915,0,None,1
QC_M012_2026020820,B2026020820_L3,M012,L3,2026-02-08 20:00:00,Evening,78.84,3.972,99.46,62.81,181.89,9,overdue,Steering Column,MAT-0208-L3,Team A,3.11,0.291,1,Assembly,0
QC_M012_2026020900,B2026020900_L3,M012,L3,2026-02-09 00:00:00,Night,82.03,3.976,101.32,63.46,182.65,9,overdue,SUV Frame,MAT-0209-L3,Team D,1.25,0.3839,1,Assembly,1
QC_M012_2026020904,B2026020904_L3,M012,L3,2026-02-09 04:00:00,Night,82.63,4.056,102.63,63.61,182.23,9,overdue,SUV Frame,MAT-0209-L3,Team A,0.78,0.4266,0,None,1
QC_M012_2026020908,B2026020908_L3,M012,L3,2026-02-09 08:00:00,Day,81.31,3.811,103.07,63.17,181.95,9,overdue,SUV Frame,MAT-0209-L3,Team B,1.22,0.2685,0,None,1
QC_M012_2026020912,B2026020912_L3,M012,L3,2026-02-09 12:00:00,Day,77.28,3.875,100.12,62.89,180.44,9,overdue,SUV Frame,MAT-0209-L3,Team C,2.45,0.2219,1,Assembly,0
QC_M012_2026020916,B2026020916_L3,M012,L3,2026-02-09 16:00:00,Evening,77.78,3.997,98.34,63.25,182.98,9,overdue,SUV Frame,MAT-0209-L3,Team D,4.22,0.2953,1,Assembly,0
QC_M012_2026020920,B2026020920_L3,M012,L3,2026-02-09 20:00:00,Evening,80.0,3.889,101.35,62.97,182.42,9,overdue,SUV Frame,MAT-0209-L3,Team A,1.33,0.2592,1,Assembly,2
QC_M012_2026021000,B2026021000_L3,M012,L3,2026-02-10 00:00:00,Night,82.31,4.027,103.48,63.96,182.7,9,overdue,Battery Module,MAT-0210-L3,Team D,0.92,0.4119,0,None,1
QC_M012_2026021004,B2026021004_L3,M012,L3,2026-02-10 04:00:00,Night,81.95,4.075,102.97,62.74,181.17,9,overdue,Battery Module,MAT-0210-L3,Team A,1.53,0.4164,1,Assembly,3
QC_M012_2026021008,B2026021008_L3,M012,L3,2026-02-10 08:00:00,Day,78.94,3.825,102.23,64.53,181.86,9,overdue,Battery Module,MAT-0210-L3,Team B,1.73,0.2442,0,None,2
QC_M012_2026021012,B2026021012_L3,M012,L3,2026-02-10 12:00:00,Day,78.78,3.813,99.41,64.29,182.43,9,overdue,Battery Module,MAT-0210-L3,Team C,3.16,0.2542,0,None,1
QC_M012_2026021016,B2026021016_L3,M012,L3,2026-02-10 16:00:00,Evening,78.27,4.091,98.44,62.07,181.69,9,overdue,Battery Module,MAT-0210-L3,Team D,4.13,0.3229,0,None,3
QC_M012_2026021020,B2026021020_L3,M012,L3,2026-02-10 20:00:00,Evening,78.32,3.935,100.94,63.89,182.89,9,overdue,Battery Module,MAT-0210-L3,Team A,1.62,0.2557,0,None,2
QC_M012_2026021100,B2026021100_L3,M012,L3,2026-02-11 00:00:00,Night,81.45,4.073,102.53,63.94,181.83,9,overdue,Steering Column,MAT-0211-L3,Team D,1.55,0.4103,1,Assembly,7
QC_M012_2026021104,B2026021104_L3,M012,L3,2026-02-11 04:00:00,Night,82.87,3.89,103.65,63.23,182.4,9,overdue,Steering Column,MAT-0211-L3,Team A,1.08,0.3752,1,Assembly,0
QC_M012_2026021108,B2026021108_L3,M012,L3,2026-02-11 08:00:00,Day,79.59,3.909,103.09,63.8,179.78,9,overdue,Steering Column,MAT-0211-L3,Team B,0.88,0.2534,0,None,1
QC_M012_2026021112,B2026021112_L3,M012,L3,2026-02-11 12:00:00,Day,78.71,3.947,99.72,63.33,181.37,9,overdue,Steering Column,MAT-0211-L3,Team C,2.84,0.2753,0,None,2
QC_M012_2026021116,B2026021116_L3,M012,L3,2026-02-11 16:00:00,Evening,78.07,4.128,100.26,63.32,182.15,9,overdue,Steering Column,MAT-0211-L3,Team D,2.5,0.3074,0,None,2
QC_M012_2026021120,B2026021120_L3,M012,L3,2026-02-11 20:00:00,Evening,78.68,3.999,100.49,63.66,181.9,9,overdue,Steering Column,MAT-0211-L3,Team A,2.08,0.2796,0,None,0
QC_M012_2026021200,B2026021200_L3,M012,L3,2026-02-12 00:00:00,Night,80.91,4.012,101.8,63.53,179.65,9,overdue,SUV Frame,MAT-0212-L3,Team D,1.62,0.3793,1,Assembly,2
QC_M012_2026021204,B2026021204_L3,M012,L3,2026-02-12 04:00:00,Night,83.1,4.134,102.13,63.52,180.79,9,overdue,SUV Frame,MAT-0212-L3,Team A,0.93,0.464,1,Assembly,4
QC_M012_2026021208,B2026021208_L3,M012,L3,2026-02-12 08:00:00,Day,79.01,4.046,102.25,62.03,180.33,9,overdue,SUV Frame,MAT-0212-L3,Team B,1.25,0.2683,0,None,2
QC_M012_2026021212,B2026021212_L3,M012,L3,2026-02-12 12:00:00,Day,76.94,4.11,100.66,61.92,179.01,9,overdue,SUV Frame,MAT-0212-L3,Team C,1.91,0.262,1,Assembly,3
QC_M012_2026021216,B2026021216_L3,M012,L3,2026-02-12 16:00:00,Evening,77.38,4.017,99.36,63.89,181.51,9,overdue,SUV Frame,MAT-0212-L3,Team D,3.21,0.287,0,None,2
QC_M012_2026021220,B2026021220_L3,M012,L3,2026-02-12 20:00:00,Evening,79.22,4.053,99.16,64.38,182.51,9,overdue,SUV Frame,MAT-0212-L3,Team A,3.41,0.3391,0,None,1
QC_M012_2026021300,B2026021300_L3,M012,L3,2026-02-13 00:00:00,Night,81.75,4.018,102.61,65.1,182.55,9,overdue,Battery Module,MAT-0213-L3,Team D,2.57,0.4393,1,Assembly,3
QC_M012_2026021304,B2026021304_L3,M012,L3,2026-02-13 04:00:00,Night,81.45,4.193,102.71,65.89,182.37,9,overdue,Battery Module,MAT-0213-L3,Team A,0.71,0.4641,0,None,0
QC_M012_2026021308,B2026021308_L3,M012,L3,2026-02-13 08:00:00,Day,80.41,4.012,103.04,63.95,182.6,9,overdue,Battery Module,MAT-0213-L3,Team B,0.67,0.2956,0,None,1
QC_M012_2026021312,B2026021312_L3,M012,L3,2026-02-13 12:00:00,Day,78.44,4.003,99.51,62.09,181.12,9,overdue,Battery Module,MAT-0213-L3,Team C,3.06,0.2735,1,Assembly,2
QC_M012_2026021316,B2026021316_L3,M012,L3,2026-02-13 16:00:00,Evening,78.88,3.973,99.24,63.31,180.82,9,overdue,Battery Module,MAT-0213-L3,Team D,3.33,0.293,1,Assembly,2
QC_M012_2026021320,B2026021320_L3,M012,L3,2026-02-13 20:00:00,Evening,77.91,3.845,99.78,63.27,182.47,9,overdue,Battery Module,MAT-0213-L3,Team A,2.79,0.2341,0,None,2
QC_M012_2026021400,B2026021400_L3,M012,L3,2026-02-14 00:00:00,Night,80.89,4.087,101.27,64.73,183.57,9,overdue,Steering Column,MAT-0214-L3,Team D,1.31,0.4076,0,None,1
QC_M012_2026021404,B2026021404_L3,M012,L3,2026-02-14 04:00:00,Night,82.07,4.178,101.95,64.31,180.5,9,overdue,Steering Column,MAT-0214-L3,Team A,1.5,0.468,0,None,2
QC_M012_2026021408,B2026021408_L3,M012,L3,2026-02-14 08:00:00,Day,79.42,4.015,102.7,62.61,181.92,9,overdue,Steering Column,MAT-0214-L3,Team B,1.0,0.2732,0,None,3
QC_M012_2026021412,B2026021412_L3,M012,L3,2026-02-14 12:00:00,Day,77.24,3.976,101.0,64.33,181.2,9,overdue,Steering Column,MAT-0214-L3,Team C,1.57,0.2507,1,Assembly,2
QC_M012_2026021416,B2026021416_L3,M012,L3,2026-02-14 16:00:00,Evening,78.53,3.967,98.02,61.77,182.5,9,overdue,Steering Column,MAT-0214-L3,Team D,4.55,0.2897,0,None,3
QC_M012_2026021420,B2026021420_L3,M012,L3,2026-02-14 20:00:00,Evening,79.34,4.088,101.02,63.2,180.68,9,overdue,Steering Column,MAT-0214-L3,Team A,1.55,0.3133,1,Assembly,1
QC_M012_2026021500,B2026021500_L3,M012,L3,2026-02-15 00:00:00,Night,81.19,4.234,100.68,63.3,183.72,9,overdue,SUV Frame,MAT-0215-L3,Team D,1.89,0.4536,0,None,1
QC_M012_2026021504,B2026021504_L3,M012,L3,2026-02-15 04:00:00,Night,82.31,4.305,103.51,61.26,179.72,9,overdue,SUV Frame,MAT-0215-L3,Team A,0.94,0.4753,0,None,5
QC_M012_2026021508,B2026021508_L3,M012,L3,2026-02-15 08:00:00,Day,79.74,3.982,102.75,65.08,183.07,9,overdue,SUV Frame,MAT-0215-L3,Team B,1.31,0.3006,0,None,0
QC_M012_2026021512,B2026021512_L3,M012,L3,2026-02-15 12:00:00,Day,78.49,4.087,99.82,64.26,182.21,9,overdue,SUV Frame,MAT-0215-L3,Team C,2.75,0.3225,0,None,1
QC_M012_2026021516,B2026021516_L3,M012,L3,2026-02-15 16:00:00,Evening,77.53,4.032,99.33,63.5,181.42,9,overdue,SUV Frame,MAT-0215-L3,Team D,3.24,0.2871,0,None,0
QC_M012_2026021520,B2026021520_L3,M012,L3,2026-02-15 20:00:00,Evening,78.94,4.095,99.26,62.75,182.87,9,overdue,SUV Frame,MAT-0215-L3,Team A,3.31,0.3252,0,None,1
QC_M012_2026021600,B2026021600_L3,M012,L3,2026-02-16 00:00:00,Night,81.37,4.251,102.55,63.94,183.55,9,overdue,Battery Module,MAT-0216-L3,Team D,0.96,0.4513,1,Assembly,4
QC_M012_2026021604,B2026021604_L3,M012,L3,2026-02-16 04:00:00,Night,82.76,4.13,104.47,64.98,183.59,9,overdue,Battery Module,MAT-0216-L3,Team A,1.9,0.5042,0,None,5
QC_M012_2026021608,B2026021608_L3,M012,L3,2026-02-16 08:00:00,Day,79.14,4.07,103.7,64.94,181.89,9,overdue,Battery Module,MAT-0216-L3,Team B,2.19,0.3262,0,None,3
QC_M012_2026021612,B2026021612_L3,M012,L3,2026-02-16 12:00:00,Day,77.62,3.961,102.55,63.22,180.96,9,overdue,Battery Module,MAT-0216-L3,Team C,0.79,0.2307,0,None,1
QC_M012_2026021616,B2026021616_L3,M012,L3,2026-02-16 16:00:00,Evening,78.19,4.086,98.56,63.28,182.92,9,overdue,Battery Module,MAT-0216-L3,Team D,4.0,0.3297,0,None,1
QC_M012_2026021620,B2026021620_L3,M012,L3,2026-02-16 20:00:00,Evening,78.03,3.988,99.55,63.23,181.98,9,overdue,Battery Module,MAT-0216-L3,Team A,3.02,0.2889,0,None,1
QC_M012_2026021700,B2026021700_L3,M012,L3,2026-02-17 00:00:00,Night,80.55,4.352,101.51,61.83,181.52,9,overdue,Steering Column,MAT-0217-L3,Team D,1.46,0.4496,0,None,0
QC_M012_2026021704,B2026021704_L3,M012,L3,2026-02-17 04:00:00,Night,81.98,4.3,103.91,63.49,182.39,9,overdue,Steering Column,MAT-0217-L3,Team A,1.75,0.5006,1,Assembly,4
QC_M012_2026021708,B2026021708_L3,M012,L3,2026-02-17 08:00:00,Day,79.05,4.045,101.43,64.38,184.39,9,overdue,Steering Column,MAT-0217-L3,Team B,2.16,0.3127,1,Assembly,3
QC_M012_2026021712,B2026021712_L3,M012,L3,2026-02-17 12:00:00,Day,77.69,4.165,99.16,63.71,182.0,9,overdue,Steering Column,MAT-0217-L3,Team C,3.41,0.3401,1,Assembly,1
QC_M012_2026021716,B2026021716_L3,M012,L3,2026-02-17 16:00:00,Evening,78.28,4.058,97.46,63.18,183.85,9,overdue,Steering Column,MAT-0217-L3,Team D,5.11,0.3365,0,None,0
QC_M012_2026021720,B2026021720_L3,M012,L3,2026-02-17 20:00:00,Evening,78.17,4.292,98.81,63.24,182.03,9,overdue,Steering Column,MAT-0217-L3,Team A,3.76,0.3855,0,None,5
QC_M012_2026021800,B2026021800_L3,M012,L3,2026-02-18 00:00:00,Night,81.51,4.324,103.3,64.16,184.99,9,overdue,SUV Frame,MAT-0218-L3,Team D,1.25,0.498,0,None,3
QC_M012_2026021804,B2026021804_L3,M012,L3,2026-02-18 04:00:00,Night,82.22,4.39,102.74,64.36,185.02,9,overdue,SUV Frame,MAT-0218-L3,Team A,1.11,0.5395,1,Assembly,5
QC_M012_2026021808,B2026021808_L3,M012,L3,2026-02-18 08:00:00,Day,79.63,4.167,102.63,63.08,180.62,9,overdue,SUV Frame,MAT-0218-L3,Team B,0.47,0.3183,0,None,1
QC_M012_2026021812,B2026021812_L3,M012,L3,2026-02-18 12:00:00,Day,78.47,3.984,100.81,63.22,179.94,9,overdue,SUV Frame,MAT-0218-L3,Team C,1.76,0.27,0,None,1
QC_M012_2026021816,B2026021816_L3,M012,L3,2026-02-18 16:00:00,Evening,76.57,4.015,97.68,59.53,179.03,9,overdue,SUV Frame,MAT-0218-L3,Team D,4.89,0.2584,1,Assembly,2
QC_M012_2026021820,B2026021820_L3,M012,L3,2026-02-18 20:00:00,Evening,76.75,4.116,101.0,62.73,181.1,9,recent,SUV Frame,MAT-0218-L3,Team A,1.9,0.2493,0,None,3
QC_M012_2026021900,B2026021900_L3,M012,L3,2026-02-19 00:00:00,Night,80.2,3.939,100.9,63.76,182.03,9,recent,Battery Module,MAT-0219-L3,Team D,2.61,0.3274,0,None,2
QC_M012_2026021904,B2026021904_L3,M012,L3,2026-02-19 04:00:00,Night,80.83,4.293,103.08,61.91,182.12,9,recent,Battery Module,MAT-0219-L3,Team A,1.71,0.4203,0,None,4
QC_M012_2026021908,B2026021908_L3,M012,L3,2026-02-19 08:00:00,Day,77.89,4.167,102.22,63.8,182.07,9,recent,Battery Module,MAT-0219-L3,Team B,1.54,0.281,0,None,4
QC_M012_2026021912,B2026021912_L3,M012,L3,2026-02-19 12:00:00,Day,77.26,3.96,99.08,61.45,178.81,9,recent,Battery Module,MAT-0219-L3,Team C,3.5,0.2303,0,None,1
QC_M012_2026021916,B2026021916_L3,M012,L3,2026-02-19 16:00:00,Evening,76.45,4.067,99.54,60.88,179.69,9,recent,Battery Module,MAT-0219-L3,Team D,3.03,0.237,0,None,1
QC_M012_2026021920,B2026021920_L3,M012,L3,2026-02-19 20:00:00,Evening,75.83,4.155,100.97,61.89,179.29,9,recent,Battery Module,MAT-0219-L3,Team A,1.86,0.2342,0,None,2
QC_M012_2026022000,B2026022000_L3,M012,L3,2026-02-20 00:00:00,Night,80.84,4.169,101.72,64.0,182.37,9,recent,Steering Column,MAT-0220-L3,Team D,1.05,0.3838,0,None,1
QC_M012_2026022004,B2026022004_L3,M012,L3,2026-02-20 04:00:00,Night,80.97,4.268,104.3,63.89,181.3,9,recent,Steering Column,MAT-0220-L3,Team A,1.73,0.4332,1,Assembly,2
QC_M012_2026022008,B2026022008_L3,M012,L3,2026-02-20 08:00:00,Day,78.58,3.968,101.87,62.45,180.92,9,recent,Steering Column,MAT-0220-L3,Team B,1.52,0.2269,0,None,1
QC_M012_2026022012,B2026022012_L3,M012,L3,2026-02-20 12:00:00,Day,76.9,4.156,101.06,63.09,181.75,9,recent,Steering Column,MAT-0220-L3,Team C,1.58,0.2573,1,Assembly,2
QC_M012_2026022016,B2026022016_L3,M012,L3,2026-02-20 16:00:00,Evening,77.0,4.1,100.08,62.44,182.86,9,recent,Steering Column,MAT-0220-L3,Team D,2.49,0.2585,1,Assembly,1
QC_M012_2026022020,B2026022020_L3,M012,L3,2026-02-20 20:00:00,Evening,77.47,3.978,99.5,63.5,182.0,9,recent,Steering Column,MAT-0220-L3,Team A,3.07,0.2481,0,None,1
QC_M012_2026022100,B2026022100_L3,M012,L3,2026-02-21 00:00:00,Night,80.2,4.306,102.16,62.84,181.74,9,recent,SUV Frame,MAT-0221-L3,Team D,1.27,0.4065,1,Assembly,3
QC_M012_2026022104,B2026022104_L3,M012,L3,2026-02-21 04:00:00,Night,80.52,4.226,104.32,63.99,183.74,9,recent,SUV Frame,MAT-0221-L3,Team A,1.75,0.4147,0,None,3
QC_M012_2026022108,B2026022108_L3,M012,L3,2026-02-21 08:00:00,Day,78.02,4.122,102.45,62.32,177.84,9,recent,SUV Frame,MAT-0221-L3,Team B,1.28,0.2597,0,None,2
QC_M012_2026022112,B2026022112_L3,M012,L3,2026-02-21 12:00:00,Day,76.47,4.085,99.39,63.69,181.37,9,recent,SUV Frame,MAT-0221-L3,Team C,3.18,0.262,0,None,0
QC_M012_2026022116,B2026022116_L3,M012,L3,2026-02-21 16:00:00,Evening,76.64,4.237,97.71,63.23,180.83,9,recent,SUV Frame,MAT-0221-L3,Team D,4.86,0.3364,0,None,1
QC_M012_2026022120,B2026022120_L3,M012,L3,2026-02-21 20:00:00,Evening,77.36,4.214,98.71,62.72,181.75,9,recent,SUV Frame,MAT-0221-L3,Team A,3.86,0.3157,0,None,1
QC_M012_2026022200,B2026022200_L3,M012,L3,2026-02-22 00:00:00,Night,79.57,4.264,102.17,62.76,181.45,9,recent,Battery Module,MAT-0222-L3,Team D,2.02,0.3964,0,None,2
QC_M012_2026022204,B2026022204_L3,M012,L3,2026-02-22 04:00:00,Night,80.67,4.35,102.22,63.53,182.66,9,recent,Battery Module,MAT-0222-L3,Team A,1.72,0.4516,0,None,0
QC_M012_2026022208,B2026022208_L3,M012,L3,2026-02-22 08:00:00,Day,79.51,4.223,104.13,62.38,179.82,9,recent,Battery Module,MAT-0222-L3,Team B,1.56,0.3111,1,Assembly,3
QC_M012_2026022212,B2026022212_L3,M012,L3,2026-02-22 12:00:00,Day,76.78,4.083,99.9,63.98,180.83,9,recent,Battery Module,MAT-0222-L3,Team C,2.67,0.262,0,None,1
QC_M012_2026022216,B2026022216_L3,M012,L3,2026-02-22 16:00:00,Evening,77.09,4.096,98.18,63.32,182.44,9,recent,Battery Module,MAT-0222-L3,Team D,4.39,0.291,0,None,2
