machine_id,line_id,timestamp,shift,temperature,vibration,pressure,cycle_time,energy_consumption,machine_age_years,maintenance_status,last_maintenance_days_ago,pressure_instability,sensor_anomaly_signal
M013,L1,2026-02-23 23:00:00,Evening,81.49,3.532,96.61,55.28,172.45,12,overdue,25,0.31,1.414
M013,L1,2026-02-24 00:00:00,Night,78.71,3.765,93.3,58.53,172.53,12,overdue,25,3.62,1.753
M013,L1,2026-02-24 01:00:00,Night,82.17,3.389,97.8,51.69,165.06,12,overdue,25,0.88,1.475
M013,L1,2026-02-24 02:00:00,Night,83.08,3.849,95.97,54.65,172.14,12,overdue,25,0.95,2.063
M013,L1,2026-02-24 03:00:00,Night,82.26,3.86,96.7,51.97,170.38,12,overdue,25,0.22,1.836
M013,L1,2026-02-24 04:00:00,Night,80.95,3.926,97.01,58.15,174.41,12,overdue,25,0.09,1.644
M013,L1,2026-02-24 05:00:00,Night,81.24,3.899,96.44,55.47,171.88,12,overdue,25,0.48,1.721
M013,L1,2026-02-24 06:00:00,Night,81.05,3.715,96.88,53.6,170.53,12,overdue,25,0.04,1.467
M013,L1,2026-02-24 07:00:00,Night,81.3,3.562,97.7,56.79,171.5,12,overdue,25,0.78,1.463
M013,L1,2026-02-24 08:00:00,Day,78.59,3.601,96.73,56.12,174.48,12,overdue,25,0.19,1.194
M013,L1,2026-02-24 09:00:00,Day,79.95,3.35,96.98,53.98,167.87,12,overdue,25,0.06,0.953
M013,L1,2026-02-24 10:00:00,Day,79.18,3.286,95.02,56.72,171.68,12,overdue,25,1.9,1.115
M013,L1,2026-02-24 11:00:00,Day,79.68,3.635,93.15,54.83,174.92,12,overdue,25,3.77,1.653
M013,L1,2026-02-24 12:00:00,Day,81.06,3.382,94.12,51.51,167.54,12,overdue,25,2.8,1.5
M013,L1,2026-02-24 13:00:00,Day,79.17,3.664,92.77,55.02,169.89,12,overdue,25,4.15,1.726
M013,L1,2026-02-24 14:00:00,Day,76.63,3.391,95.83,56.29,171.6,12,overdue,25,1.09,1.113
M013,L1,2026-02-24 15:00:00,Day,79.43,3.48,93.65,56.19,169.0,12,overdue,25,3.27,1.455
M013,L1,2026-02-24 16:00:00,Evening,79.49,3.698,94.19,53.91,172.35,12,overdue,25,2.73,1.586
M013,L1,2026-02-24 17:00:00,Evening,80.58,3.682,92.24,59.0,175.26,12,overdue,25,4.68,1.926
M013,L1,2026-02-24 18:00:00,Evening,80.55,3.393,91.96,57.02,165.49,12,overdue,25,4.96,1.679
M013,L1,2026-02-24 19:00:00,Evening,80.85,3.832,92.04,57.93,174.15,12,overdue,25,4.88,2.118
M013,L1,2026-02-24 20:00:00,Evening,78.04,3.397,95.45,56.85,172.19,12,overdue,25,1.47,1.163
M013,L1,2026-02-24 21:00:00,Evening,77.03,3.688,95.78,59.05,173.18,12,overdue,25,1.14,1.405
M013,L1,2026-02-24 22:00:00,Evening,78.26,3.386,94.67,57.21,176.69,12,overdue,25,2.25,1.247
M013,L1,2026-02-24 23:00:00,Evening,80.1,3.851,95.36,56.97,172.03,12,overdue,25,1.56,1.601
M013,L1,2026-02-25 00:00:00,Night,81.13,3.46,97.89,60.34,175.13,12,overdue,25,0.97,1.486
M013,L1,2026-02-25 01:00:00,Night,80.48,4.5,98.66,58.99,177.64,12,overdue,25,1.74,2.291
M013,L1,2026-02-25 02:00:00,Night,79.98,3.633,97.11,55.54,169.14,12,overdue,25,0.19,1.223
M013,L1,2026-02-25 03:00:00,Night,81.84,3.432,94.75,53.85,169.88,12,overdue,25,2.17,1.611
M013,L1,2026-02-25 04:00:00,Night,81.78,3.648,101.42,55.31,167.51,12,overdue,25,4.5,2.075
M013,L1,2026-02-25 05:00:00,Night,81.74,3.617,93.43,55.48,170.65,12,overdue,25,3.49,1.917
M013,L1,2026-02-25 06:00:00,Night,82.11,3.71,97.69,55.16,170.78,12,overdue,25,0.77,1.742
M013,L1,2026-02-25 07:00:00,Night,83.01,3.572,99.14,52.94,169.38,12,overdue,25,2.22,1.954
M013,L1,2026-02-25 08:00:00,Day,80.83,3.318,96.7,56.48,169.65,12,overdue,25,0.22,1.092
M013,L1,2026-02-25 09:00:00,Day,81.53,3.525,96.77,56.56,172.52,12,overdue,25,0.15,1.395
M013,L1,2026-02-25 10:00:00,Day,79.68,3.488,96.54,53.47,171.45,12,overdue,25,0.38,1.115
M013,L1,2026-02-25 11:00:00,Day,78.47,3.7,94.63,57.68,170.98,12,overdue,25,2.29,1.535
M013,L1,2026-02-25 12:00:00,Day,79.8,3.449,95.9,54.33,168.35,12,overdue,25,1.02,1.156
M013,L1,2026-02-25 13:00:00,Day,77.96,3.638,96.06,56.47,172.42,12,overdue,25,0.86,1.307
M013,L1,2026-02-25 14:00:00,Day,80.72,3.376,94.19,50.8,169.06,12,overdue,25,2.73,1.426
M013,L1,2026-02-25 15:00:00,Day,76.57,3.516,92.67,55.15,170.69,12,overdue,25,4.25,1.604
M013,L1,2026-02-25 16:00:00,Evening,77.36,3.662,92.73,54.12,171.85,12,overdue,25,4.19,1.729
M013,L1,2026-02-25 17:00:00,Evening,78.49,3.266,92.67,53.44,172.24,12,overdue,25,4.25,1.379
M013,L1,2026-02-25 18:00:00,Evening,77.11,3.48,93.27,56.46,169.53,12,overdue,25,3.65,1.5
M013,L1,2026-02-25 19:00:00,Evening,78.41,3.654,90.29,56.39,170.69,12,overdue,25,6.63,2.014
M013,L1,2026-02-25 20:00:00,Evening,76.76,3.947,91.95,56.98,173.94,12,overdue,25,4.97,2.079
M013,L1,2026-02-25 21:00:00,Evening,76.32,3.459,91.91,57.28,173.44,12,overdue,25,5.01,1.644
M013,L1,2026-02-25 22:00:00,Evening,81.14,3.415,98.66,57.34,176.57,12,overdue,25,1.74,1.417
M013,L1,2026-02-25 23:00:00,Evening,79.54,3.55,93.45,58.04,172.68,12,overdue,25,3.47,1.542
M013,L1,2026-02-26 00:00:00,Night,80.47,3.921,97.22,55.09,172.7,12,overdue,25,0.3,1.58
M013,L1,2026-02-26 01:00:00,Night,81.52,3.701,98.58,56.73,172.28,12,overdue,25,1.66,1.734
M013,L1,2026-02-26 02:00:00,Night,83.45,3.559,96.63,55.07,171.04,12,overdue,25,0.29,1.788
M013,L1,2026-02-26 03:00:00,Night,81.34,3.893,97.48,59.42,174.07,12,overdue,25,0.56,1.791
M013,L1,2026-02-26 04:00:00,Night,81.18,3.417,95.13,53.9,168.38,12,overdue,25,1.79,1.432
M013,L1,2026-02-26 05:00:00,Night,81.38,3.725,96.36,59.32,174.57,12,overdue,25,0.56,1.638
M013,L1,2026-02-26 06:00:00,Night,83.55,3.507,97.29,56.3,173.78,12,overdue,25,0.37,1.769
M013,L1,2026-02-26 07:00:00,Night,83.61,3.417,103.26,59.21,174.95,12,overdue,25,6.34,2.448
M013,L1,2026-02-26 08:00:00,Day,80.75,3.593,96.14,53.05,167.39,12,overdue,25,0.78,1.394
M013,L1,2026-02-26 09:00:00,Day,78.4,3.858,96.56,57.74,172.93,12,overdue,25,0.36,1.446
M013,L1,2026-02-26 10:00:00,Day,79.57,3.512,95.91,58.97,173.96,12,overdue,25,1.01,1.225
M013,L1,2026-02-26 11:00:00,Day,81.16,3.597,98.73,55.83,171.51,12,overdue,25,1.81,1.593
M013,L1,2026-02-26 12:00:00,Day,77.02,3.689,98.31,57.55,171.59,12,overdue,25,1.39,1.417
M013,L1,2026-02-26 13:00:00,Day,79.56,3.365,93.36,54.34,168.53,12,overdue,25,3.56,1.386
M013,L1,2026-02-26 14:00:00,Day,78.91,3.706,93.81,58.69,172.6,12,overdue,25,3.11,1.638
M013,L1,2026-02-26 15:00:00,Day,79.33,3.492,94.04,55.8,173.59,12,overdue,25,2.88,1.418
M013,L1,2026-02-26 16:00:00,Evening,78.18,3.311,95.05,55.66,175.0,12,overdue,25,1.87,1.135
M013,L1,2026-02-26 17:00:00,Evening,76.49,3.598,90.44,55.88,171.48,12,overdue,25,6.48,1.945
M013,L1,2026-02-26 18:00:00,Evening,80.22,3.732,92.39,55.86,174.86,12,overdue,25,4.53,1.872
M013,L1,2026-02-26 19:00:00,Evening,75.83,3.743,92.09,54.93,170.91,12,overdue,25,4.83,1.879
M013,L1,2026-02-26 20:00:00,Evening,76.33,3.345,94.84,54.8,169.69,12,overdue,25,2.08,1.19
M013,L1,2026-02-26 21:00:00,Evening,79.04,3.396,92.66,53.84,164.07,12,overdue,25,4.26,1.498
M013,L1,2026-02-26 22:00:00,Evening,78.77,3.606,95.39,56.4,167.75,12,overdue,25,1.53,1.359
M013,L1,2026-02-26 23:00:00,Evening,77.03,3.517,95.48,54.61,168.34,12,overdue,25,1.44,1.268
M013,L1,2026-02-27 00:00:00,Night,82.77,3.84,97.12,56.51,170.92,12,overdue,25,0.2,1.908
M013,L1,2026-02-27 01:00:00,Night,82.29,4.254,97.54,55.5,170.25,12,overdue,25,0.62,2.244
M013,L1,2026-02-27 02:00:00,Night,80.39,3.866,98.2,53.42,172.43,12,overdue,25,1.28,1.632
M013,L1,2026-02-27 03:00:00,Night,80.4,3.902,98.62,57.93,173.04,12,overdue,25,1.7,1.717
M013,L1,2026-02-27 04:00:00,Night,83.25,3.742,98.57,55.88,170.95,12,overdue,25,1.65,2.081
M013,L1,2026-02-27 05:00:00,Night,82.8,3.814,95.8,57.01,175.25,12,overdue,25,1.12,2.0
M013,L1,2026-02-27 06:00:00,Night,81.31,3.774,96.87,57.05,171.32,12,overdue,25,0.05,1.57
M013,L1,2026-02-27 07:00:00,Night,84.33,3.988,99.66,60.1,180.36,12,overdue,25,2.74,2.73
M013,L1,2026-02-27 08:00:00,Day,81.55,3.859,97.57,54.68,174.74,12,overdue,25,0.65,1.761
M013,L1,2026-02-27 09:00:00,Day,79.94,3.744,96.09,54.48,167.84,12,overdue,25,0.83,1.4
M013,L1,2026-02-27 10:00:00,Day,78.3,3.64,94.5,53.85,168.42,12,overdue,25,2.42,1.496
M013,L1,2026-02-27 11:00:00,Day,78.83,3.594,99.65,57.24,171.14,12,overdue,25,2.73,1.492
M013,L1,2026-02-27 12:00:00,Day,78.98,3.481,97.2,56.8,170.69,12,overdue,25,0.28,1.097
M013,L1,2026-02-27 13:00:00,Day,79.04,3.66,95.17,56.48,173.79,12,overdue,25,1.75,1.434
M013,L1,2026-02-27 14:00:00,Day,80.92,3.794,92.87,56.21,178.28,12,overdue,25,4.05,1.996
M013,L1,2026-02-27 15:00:00,Day,78.29,3.91,98.46,53.97,171.08,12,overdue,25,1.54,1.634
M013,L1,2026-02-27 16:00:00,Evening,78.57,3.405,96.17,56.44,167.37,12,overdue,25,0.75,1.084
M013,L1,2026-02-27 17:00:00,Evening,78.76,3.505,93.34,50.62,167.58,12,overdue,25,3.58,1.514
M013,L1,2026-02-27 18:00:00,Evening,79.43,3.576,90.04,55.61,171.13,12,overdue,25,6.88,1.974
M013,L1,2026-02-27 19:00:00,Evening,80.51,3.744,92.96,53.27,170.71,12,overdue,25,3.96,1.866
M013,L1,2026-02-27 20:00:00,Evening,81.18,3.732,94.83,50.66,171.53,12,overdue,25,2.09,1.753
M013,L1,2026-02-27 21:00:00,Evening,78.85,3.663,94.32,56.15,171.45,12,overdue,25,2.6,1.538
M013,L1,2026-02-27 22:00:00,Evening,78.36,3.385,93.82,58.02,171.03,12,overdue,25,3.1,1.349
M013,L1,2026-02-27 23:00:00,Evening,80.55,3.45,92.59,54.85,173.35,12,overdue,25,4.33,1.654
M013,L1,2026-02-28 00:00:00,Night,78.5,4.115,99.97,57.38,172.75,12,overdue,25,3.05,1.999
M013,L1,2026-02-28 01:00:00,Night,80.44,3.592,94.92,55.3,167.13,12,overdue,25,2.0,1.481
M013,L1,2026-02-28 02:00:00,Night,82.09,3.498,95.15,54.08,171.91,12,overdue,25,1.77,1.665
M013,L1,2026-02-28 03:00:00,Night,83.58,3.522,99.79,53.27,169.05,12,overdue,25,2.87,2.088
M013,L1,2026-02-28 04:00:00,Night,83.51,3.385,96.65,53.71,169.62,12,overdue,25,0.27,1.641
M013,L1,2026-02-28 05:00:00,Night,81.24,3.368,99.22,56.57,174.31,12,overdue,25,2.3,1.461
M013,L1,2026-02-28 06:00:00,Night,81.72,3.718,99.87,56.29,175.25,12,overdue,25,2.95,1.941
M013,L1,2026-02-28 07:00:00,Night,83.57,3.747,98.19,55.64,173.29,12,overdue,25,1.27,2.098
M013,L1,2026-02-28 08:00:00,Day,79.62,3.659,98.07,54.65,172.25,12,overdue,25,1.15,1.361
M013,L1,2026-02-28 09:00:00,Day,81.68,3.599,97.49,56.14,167.78,12,overdue,25,0.57,1.542
M013,L1,2026-02-28 10:00:00,Day,79.28,4.015,96.95,54.09,171.74,12,overdue,25,0.03,1.547
M013,L1,2026-02-28 11:00:00,Day,78.63,3.628,96.61,55.67,173.87,12,overdue,25,0.31,1.232
M013,L1,2026-02-28 12:00:00,Day,77.38,3.657,97.46,55.27,173.22,12,overdue,25,0.54,1.286
M013,L1,2026-02-28 13:00:00,Day,78.24,3.402,91.83,54.74,169.53,12,overdue,25,5.09,1.603
M013,L1,2026-02-28 14:00:00,Day,81.0,3.606,93.52,56.8,171.86,12,overdue,25,3.4,1.764
M013,L1,2026-02-28 15:00:00,Day,79.16,3.876,94.26,52.41,170.08,12,overdue,25,2.66,1.738
M013,L1,2026-02-28 16:00:00,Evening,78.24,3.996,94.42,54.99,175.64,12,overdue,25,2.5,1.826
M013,L1,2026-02-28 17:00:00,Evening,78.14,3.653,92.44,58.17,171.89,12,overdue,25,4.48,1.755
M013,L1,2026-02-28 18:00:00,Evening,79.16,3.756,93.41,57.66,177.27,12,overdue,25,3.51,1.732
M013,L1,2026-02-28 19:00:00,Evening,76.58,3.646,92.91,56.01,170.01,12,overdue,25,4.01,1.692
M013,L1,2026-02-28 20:00:00,Evening,77.02,3.657,95.47,55.38,172.22,12,overdue,25,1.45,1.395
M013,L1,2026-02-28 21:00:00,Evening,80.87,3.71,95.8,58.01,176.99,12,overdue,25,1.12,1.56
M013,L1,2026-02-28 22:00:00,Evening,81.97,3.653,96.16,56.24,174.06,12,overdue,25,0.76,1.665
M013,L1,2026-02-28 23:00:00,Evening,80.01,3.91,94.13,56.6,170.16,12,overdue,25,2.79,1.787
M013,L1,2026-03-01 00:00:00,Night,79.53,3.635,96.85,56.79,176.09,12,overdue,25,0.07,1.211
M013,L1,2026-03-01 01:00:00,Night,82.68,3.755,102.32,56.27,169.78,12,overdue,25,5.4,2.44
M013,L1,2026-03-01 02:00:00,Night,79.61,3.906,93.72,56.26,172.18,12,overdue,25,3.2,1.829
M013,L1,2026-03-01 03:00:00,Night,84.81,3.51,99.35,55.07,171.18,12,overdue,25,2.43,2.247
M013,L1,2026-03-01 04:00:00,Night,84.47,3.649,95.93,54.8,169.9,12,overdue,25,0.99,2.137
M013,L1,2026-03-01 05:00:00,Night,79.95,3.592,94.75,53.91,168.47,12,overdue,25,2.17,1.424
M013,L1,2026-03-01 06:00:00,Night,82.73,3.483,99.25,51.01,166.79,12,overdue,25,2.33,1.836
M013,L1,2026-03-01 07:00:00,Night,81.97,3.672,98.09,52.83,175.41,12,overdue,25,1.17,1.729
M013,L1,2026-03-01 08:00:00,Day,82.44,3.151,98.76,55.18,170.51,12,overdue,25,1.84,1.426
M013,L1,2026-03-01 09:00:00,Day,79.95,3.474,97.15,58.74,178.04,12,overdue,25,0.23,1.085
M013,L1,2026-03-01 10:00:00,Day,79.59,3.325,96.42,55.25,174.31,12,overdue,25,0.5,0.983
M013,L1,2026-03-01 11:00:00,Day,77.79,3.278,95.06,57.08,169.01,12,overdue,25,1.86,1.103
M013,L1,2026-03-01 12:00:00,Day,78.61,3.749,93.01,55.61,172.49,12,overdue,25,3.91,1.774
M013,L1,2026-03-01 13:00:00,Day,79.35,3.54,97.62,54.88,173.01,12,overdue,25,0.7,1.2
M013,L1,2026-03-01 14:00:00,Day,79.58,3.155,97.04,53.74,168.13,12,overdue,25,0.12,0.785
M013,L1,2026-03-01 15:00:00,Day,79.21,3.536,93.78,57.57,173.12,12,overdue,25,3.14,1.489
M013,L1,2026-03-01 16:00:00,Evening,77.02,3.926,94.18,52.6,169.78,12,overdue,25,2.74,1.792
M013,L1,2026-03-01 17:00:00,Evening,78.75,3.616,90.31,52.97,168.16,12,overdue,25,6.61,1.978
M013,L1,2026-03-01 18:00:00,Evening,78.73,3.92,90.64,54.61,166.49,12,overdue,25,6.28,2.211
M013,L1,2026-03-01 19:00:00,Evening,78.22,3.987,95.18,55.24,171.38,12,overdue,25,1.74,1.727
M013,L1,2026-03-01 20:00:00,Evening,77.92,3.635,93.58,55.05,171.01,12,overdue,25,3.34,1.602
M013,L1,2026-03-01 21:00:00,Evening,77.09,3.779,95.05,60.89,176.29,12,overdue,25,1.87,1.722
M013,L1,2026-03-01 22:00:00,Evening,78.8,4.005,97.0,54.34,176.16,12,overdue,25,0.08,1.544
M013,L1,2026-03-01 23:00:00,Evening,79.89,3.423,93.68,54.55,174.31,12,overdue,25,3.24,1.399
M014,L2,2026-01-01 00:00:00,Night,76.91,2.885,95.73,60.1,171.53,12,scheduled,14,0.21,0.552
M014,L2,2026-01-01 01:00:00,Night,76.42,3.116,96.8,58.82,170.72,12,scheduled,14,0.86,0.838
M014,L2,2026-01-01 02:00:00,Night,77.72,3.246,96.05,57.84,167.9,12,scheduled,14,0.11,0.865
M014,L2,2026-01-01 03:00:00,Night,78.91,2.726,99.32,53.14,170.07,12,scheduled,14,3.38,0.856
M014,L2,2026-01-01 04:00:00,Night,77.92,2.95,98.15,55.4,167.72,12,scheduled,14,2.21,0.85
M014,L2,2026-01-01 05:00:00,Night,76.7,3.01,95.86,55.27,166.65,12,scheduled,14,0.08,0.648
M014,L2,2026-01-01 06:00:00,Night,77.69,2.461,100.58,57.23,169.01,12,scheduled,14,4.64,1.007
M014,L2,2026-01-01 07:00:00,Night,78.45,3.111,97.06,58.56,170.22,12,scheduled,14,1.12,0.865
M014,L2,2026-01-01 08:00:00,Day,76.16,2.472,100.25,55.09,168.29,12,scheduled,14,4.31,0.967
M014,L2,2026-01-01 09:00:00,Day,74.96,2.685,95.82,54.02,163.0,12,scheduled,14,0.12,0.465
M014,L2,2026-01-01 10:00:00,Day,75.28,2.593,100.77,53.47,164.75,12,scheduled,14,4.83,1.03
M014,L2,2026-01-01 11:00:00,Day,76.2,2.538,96.16,56.92,170.34,12,scheduled,14,0.22,0.476
M014,L2,2026-01-01 12:00:00,Day,74.83,2.696,97.38,57.84,169.59,12,scheduled,14,1.44,0.623
M014,L2,2026-01-01 13:00:00,Day,75.01,2.618,97.05,56.99,167.87,12,scheduled,14,1.11,0.584
M014,L2,2026-01-01 14:00:00,Day,73.27,3.036,93.67,55.12,165.12,12,scheduled,14,2.27,0.935
M014,L2,2026-01-01 15:00:00,Day,74.95,2.618,94.07,55.4,173.56,12,scheduled,14,1.87,0.674
M014,L2,2026-01-01 16:00:00,Evening,76.78,2.855,92.48,55.81,168.85,12,scheduled,14,3.46,0.916
M014,L2,2026-01-01 17:00:00,Evening,76.36,3.295,94.05,57.2,175.99,12,scheduled,14,1.89,1.123
M014,L2,2026-01-01 18:00:00,Evening,74.83,2.64,93.18,55.58,166.07,12,scheduled,14,2.76,0.781
M014,L2,2026-01-01 19:00:00,Evening,74.22,2.503,89.84,55.48,166.77,12,scheduled,14,6.1,1.181
M014,L2,2026-01-01 20:00:00,Evening,76.84,2.708,94.3,54.77,163.46,12,scheduled,14,1.64,0.647
M014,L2,2026-01-01 21:00:00,Evening,74.53,2.846,93.14,55.24,170.61,12,scheduled,14,2.8,0.828
M014,L2,2026-01-01 22:00:00,Evening,74.56,3.052,95.05,57.83,174.49,12,scheduled,14,0.89,0.784
M014,L2,2026-01-01 23:00:00,Evening,74.07,3.014,97.66,57.87,169.68,12,scheduled,14,1.72,0.85
M014,L2,2026-01-02 00:00:00,Night,72.43,3.406,92.69,60.2,169.69,12,scheduled,14,3.25,1.385
M014,L2,2026-01-02 01:00:00,Night,75.14,2.902,96.33,60.63,170.43,12,scheduled,14,0.39,0.589
M014,L2,2026-01-02 02:00:00,Night,78.86,2.994,95.27,56.99,170.59,12,scheduled,14,0.67,0.705
M014,L2,2026-01-02 03:00:00,Night,79.6,2.841,100.53,56.58,167.24,12,scheduled,14,4.59,1.037
M014,L2,2026-01-02 04:00:00,Night,75.32,3.276,97.82,55.6,170.53,12,scheduled,14,1.88,1.104
M014,L2,2026-01-02 05:00:00,Night,78.15,2.911,94.9,57.84,171.39,12,scheduled,14,1.04,0.675
M014,L2,2026-01-02 06:00:00,Night,79.34,2.769,98.24,52.53,170.15,12,scheduled,14,2.3,0.726
M014,L2,2026-01-02 07:00:00,Night,78.03,2.376,97.45,56.6,172.32,12,scheduled,14,1.51,0.631
M014,L2,2026-01-02 08:00:00,Day,74.35,2.982,99.14,54.88,170.63,12,scheduled,14,3.2,0.997
M014,L2,2026-01-02 09:00:00,Day,76.4,2.646,99.43,58.39,166.67,12,scheduled,14,3.49,0.869
M014,L2,2026-01-02 10:00:00,Day,76.13,2.717,97.85,55.11,171.97,12,scheduled,14,1.91,0.679
M014,L2,2026-01-02 11:00:00,Day,72.83,2.778,95.56,55.28,162.91,12,scheduled,14,0.38,0.495
M014,L2,2026-01-02 12:00:00,Day,76.51,2.493,96.61,54.67,166.65,12,scheduled,14,0.67,0.531
M014,L2,2026-01-02 13:00:00,Day,75.2,2.968,92.96,54.94,169.26,12,scheduled,14,2.98,0.958
M014,L2,2026-01-02 14:00:00,Day,74.0,2.898,97.2,54.46,165.7,12,scheduled,14,1.26,0.69
M014,L2,2026-01-02 15:00:00,Day,74.44,2.531,94.95,55.63,167.21,12,scheduled,14,0.99,0.569
M014,L2,2026-01-02 16:00:00,Evening,75.36,2.731,99.79,55.12,166.19,12,scheduled,14,3.85,0.912
M014,L2,2026-01-02 17:00:00,Evening,77.4,2.82,91.57,55.39,173.49,12,scheduled,14,4.37,0.993
M014,L2,2026-01-02 18:00:00,Evening,74.51,2.646,95.19,57.03,170.38,12,scheduled,14,0.75,0.54
M014,L2,2026-01-02 19:00:00,Evening,71.91,2.62,90.68,55.03,170.58,12,scheduled,14,5.26,1.081
M014,L2,2026-01-02 20:00:00,Evening,71.75,2.593,90.61,57.33,172.98,12,scheduled,14,5.33,1.09
M014,L2,2026-01-02 21:00:00,Evening,74.98,2.917,94.07,55.35,170.38,12,scheduled,14,1.87,0.78
M014,L2,2026-01-02 22:00:00,Evening,73.67,2.949,94.06,55.64,167.22,12,scheduled,14,1.88,0.81
M014,L2,2026-01-02 23:00:00,Evening,72.37,2.969,94.99,55.58,173.09,12,scheduled,14,0.95,0.716
M014,L2,2026-01-03 00:00:00,Night,76.86,2.745,92.7,55.05,169.38,12,scheduled,14,3.24,0.839
M014,L2,2026-01-03 01:00:00,Night,74.83,3.133,95.62,55.38,169.15,12,scheduled,14,0.32,0.788
M014,L2,2026-01-03 02:00:00,Night,75.24,2.79,97.8,55.56,167.19,12,scheduled,14,1.86,0.674
M014,L2,2026-01-03 03:00:00,Night,77.24,3.018,100.3,55.35,167.16,12,scheduled,14,4.36,1.169
M014,L2,2026-01-03 04:00:00,Night,81.78,3.118,97.62,54.4,174.34,12,scheduled,14,1.68,1.258
M014,L2,2026-01-03 05:00:00,Night,76.87,2.905,99.5,56.21,167.17,12,scheduled,14,3.56,0.972
M014,L2,2026-01-03 06:00:00,Night,77.62,2.9,95.85,55.37,172.84,12,scheduled,14,0.09,0.551
M014,L2,2026-01-03 07:00:00,Night,80.96,2.856,97.99,55.31,164.47,12,scheduled,14,2.05,0.919
M014,L2,2026-01-03 08:00:00,Day,76.81,2.809,99.63,57.78,171.82,12,scheduled,14,3.69,0.901
M014,L2,2026-01-03 09:00:00,Day,76.78,2.576,97.79,53.09,165.61,12,scheduled,14,1.85,0.672
M014,L2,2026-01-03 10:00:00,Day,77.75,2.857,97.49,55.69,169.21,12,scheduled,14,1.55,0.687
M014,L2,2026-01-03 11:00:00,Day,75.46,2.778,97.54,59.63,174.71,12,scheduled,14,1.6,0.642
M014,L2,2026-01-03 12:00:00,Day,74.27,2.653,94.91,54.57,162.87,12,scheduled,14,1.03,0.574
M014,L2,2026-01-03 13:00:00,Day,74.58,2.691,95.15,54.83,167.72,12,scheduled,14,0.79,0.545
M014,L2,2026-01-03 14:00:00,Day,73.19,2.65,98.01,53.46,174.06,12,scheduled,14,2.07,0.698
M014,L2,2026-01-03 15:00:00,Day,71.95,2.615,91.97,55.05,158.45,12,scheduled,14,3.97,0.926
M014,L2,2026-01-03 16:00:00,Evening,75.74,2.684,94.32,59.33,169.44,12,scheduled,14,1.62,0.644
M014,L2,2026-01-03 17:00:00,Evening,74.75,2.667,95.02,56.5,165.49,12,scheduled,14,0.92,0.56
M014,L2,2026-01-03 18:00:00,Evening,76.06,2.824,93.11,57.2,172.39,12,scheduled,14,2.83,0.811
M014,L2,2026-01-03 19:00:00,Evening,72.75,3.026,93.57,55.29,166.79,12,scheduled,14,2.37,0.937
M014,L2,2026-01-03 20:00:00,Evening,74.68,2.57,92.21,52.34,167.74,12,scheduled,14,3.73,0.898
M014,L2,2026-01-03 21:00:00,Evening,74.85,2.891,93.27,55.39,168.09,12,scheduled,14,2.67,0.852
M014,L2,2026-01-03 22:00:00,Evening,75.43,2.547,94.79,56.72,169.83,12,scheduled,14,1.15,0.588
M014,L2,2026-01-03 23:00:00,Evening,78.15,2.897,96.8,57.74,168.98,12,scheduled,14,0.86,0.64
M014,L2,2026-01-04 00:00:00,Night,77.87,2.517,94.17,57.41,166.69,12,scheduled,14,1.77,0.662
M014,L2,2026-01-04 01:00:00,Night,78.74,3.147,97.3,56.52,170.31,12,scheduled,14,1.36,0.926
M014,L2,2026-01-04 02:00:00,Night,77.75,3.145,99.34,56.1,167.06,12,scheduled,14,3.4,1.168
M014,L2,2026-01-04 03:00:00,Night,77.36,2.982,99.12,56.84,173.57,12,scheduled,14,3.18,0.996
M014,L2,2026-01-04 04:00:00,Night,77.01,2.784,99.9,53.82,165.16,12,scheduled,14,3.96,0.925
M014,L2,2026-01-04 05:00:00,Night,78.3,3.087,98.58,49.99,166.03,12,scheduled,14,2.64,1.025
M014,L2,2026-01-04 06:00:00,Night,77.12,3.18,95.12,57.14,171.06,12,scheduled,14,0.82,0.89
M014,L2,2026-01-04 07:00:00,Night,78.61,3.095,97.71,56.07,174.76,12,scheduled,14,1.77,0.928
M014,L2,2026-01-04 08:00:00,Day,77.54,2.953,99.41,59.47,173.44,12,scheduled,14,3.47,1.004
M014,L2,2026-01-04 09:00:00,Day,76.15,2.9,96.56,57.47,172.8,12,scheduled,14,0.62,0.614
M014,L2,2026-01-04 10:00:00,Day,75.23,2.763,97.6,54.66,165.24,12,scheduled,14,1.66,0.65
M014,L2,2026-01-04 11:00:00,Day,74.96,2.799,97.56,56.92,169.22,12,scheduled,14,1.62,0.644
M014,L2,2026-01-04 12:00:00,Day,75.61,2.692,93.24,55.48,168.86,12,scheduled,14,2.7,0.774
M014,L2,2026-01-04 13:00:00,Day,73.69,2.522,93.71,53.57,162.69,12,scheduled,14,2.23,0.717
M014,L2,2026-01-04 14:00:00,Day,74.13,3.0,94.67,58.09,163.96,12,scheduled,14,1.27,0.782
M014,L2,2026-01-04 15:00:00,Day,73.98,2.887,92.81,54.18,166.69,12,scheduled,14,3.13,0.904
M014,L2,2026-01-04 16:00:00,Evening,75.63,2.637,92.22,53.17,168.1,12,scheduled,14,3.72,0.897
M014,L2,2026-01-04 17:00:00,Evening,73.23,2.846,94.36,54.83,164.06,12,scheduled,14,1.58,0.681
M014,L2,2026-01-04 18:00:00,Evening,74.86,2.978,96.35,56.49,169.71,12,scheduled,14,0.41,0.659
